feature_column,audit_scope,source_variable,variable_group,market_region,source_timestamp_convention,decision_timestamp_convention,same_calendar_observable_before_taiwan_decision,minimum_required_lag_tw_trading_days,inferred_lag_tw_trading_days,lag_inference_source,effective_date_used,explicit_lag_violation,metadata_source_variable,metadata_lag,metadata_effective_date,metadata_source_timestamp,requires_external_lag,lag_ambiguous
00881_return_zscore_10d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_momentum_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volatility_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_ma_ratio_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_return_zscore_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_momentum_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volatility_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_ma_ratio_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_return_zscore_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_rsi_14d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_drawdown_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_1d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_2d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,2,feature_name,t-2 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_3d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,3,feature_name,t-3 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_5d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,5,feature_name,t-5 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_10d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,10,feature_name,t-10 Taiwan trading day(s),False,,,,,False,False
TAIEX_ret_lag_20d,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,20,feature_name,t-20 Taiwan trading day(s),False,,,,,False,False
TAIEX_momentum_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volatility_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ma_ratio_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_return_zscore_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_momentum_10d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volatility_10d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ma_ratio_10d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_return_zscore_10d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_momentum_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volatility_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ma_ratio_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_return_zscore_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_momentum_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volatility_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_ma_ratio_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_return_zscore_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_rsi_14d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_drawdown_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
SP500_ret_lag_1d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_ret_lag_2d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
SP500_ret_lag_3d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
SP500_ret_lag_5d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
SP500_ret_lag_10d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
SP500_ret_lag_20d,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
SP500_momentum_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volatility_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_ma_ratio_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_return_zscore_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_momentum_10d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volatility_10d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_ma_ratio_10d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_return_zscore_10d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_momentum_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volatility_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_ma_ratio_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_return_zscore_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_momentum_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volatility_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_ma_ratio_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_return_zscore_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_rsi_14d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_drawdown_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_1d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_2d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_3d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_5d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_10d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ret_lag_20d,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
NASDAQ_momentum_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volatility_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ma_ratio_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_return_zscore_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_momentum_10d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volatility_10d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ma_ratio_10d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_return_zscore_10d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_momentum_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volatility_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ma_ratio_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_return_zscore_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_momentum_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volatility_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_ma_ratio_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_return_zscore_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_rsi_14d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_drawdown_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_ret_lag_1d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
